DATA,SURSA_FURNIZOR,SURSA_DEPOZIT,AGENT,DESTINATIE_FURNIZOR,DESTINATIE_DEPOZIT,SURSA_DEPOZIT_JUDET,ROR_COD,OUG5_2015,OUG5_2015_ANEXA4,GRUPA,ARTICOL_NUME,SURSA_CANTITATE,SURSA_GREUTATE,AVIZ_NIR,TRANSPORT_ID,CANTITATE_RECEPTIONATA,GREUTATE_RECEPTIONATA,CANTITATE_B,GREUTATE_B,MOTIV_COLECTARE,MOTIV_COLECTARE_SURSA,NUMAR,PRODUCATOR,SURSA_NUME,SURSA_JUDET,TIP_INTRARE
1/12/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,2,24,201361,15824,2,45,,,REMAT; ,,,,,,intrare prin NIR
1/12/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D_1,2,ECRANE,Monitoare LCD,1,8,201361,15824,1,7,,,REMAT; ,,,,,,intrare prin NIR
1/12/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,9,225,201361,15824,9,122,,,REMAT; ,,,,,,intrare prin NIR
1/12/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B_1,2,ECRANE,Televizoare LCD,5,100,201361,15824,5,87,,,REMAT; ,,,,,,intrare prin NIR
1/12/21,ROYAL DISTRIBUTION S.R.L.,ROYAL JIBOU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,2,92,201358,15823,,,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/12/21,ROYAL DISTRIBUTION S.R.L.,ROYAL JIBOU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1H,4,LDA,Masini de gatit,1,33,201358,15823,1,43,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/12/21,ROYAL DISTRIBUTION S.R.L.,ROYAL JIBOU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,6,306,201358,15823,,,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,201347,,9,120,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,201349,,3,35,,,MINICARAVANA,,,, Vârșolț,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,201356,,12,172,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D_1,2,ECRANE,Monitoare LCD,,,201356,,2,8,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,201356,,66,1182,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,201359,,2,24,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,201359,,8,153,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,201363,,4,62,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,201363,,1,9,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3E,6,UC,Calculatoare personale ,,,201365,,4,13,,,SLC,,,,Zalau,Salaj,intrare initiala
1/12/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,201365,,17,131,,,SLC,,,,Zalau,Salaj,intrare initiala
1/13/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3E,6,UC,Calculatoare personale ,,,201376,,1,1,,,SLC,,,,Centru,Salaj,intrare initiala
1/13/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,201377,,1,10,,,SLC,,,,Centru,Salaj,intrare initiala
1/20/21,MURE COM SRL,MURE COM,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,6,276,201705,15865,6,294,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,MURE COM SRL,MURE COM,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1H,4,LDA,Masini de gatit,2,66,201705,15865,2,64,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,MURE COM SRL,MURE COM,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,3,153,201705,15865,3,194,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,4,20,201707,15866,4,7,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,18,36,201707,15866,18,54,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,4,16,201707,15866,4,23,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,3,15,201707,15866,3,18,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4H,5,SDA,Echipamente de reproducere sunete si imagini < 50 cm,7,21,201707,15866,7,30,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3H,6,SDA,Imprimante,4,32,201707,15866,4,30,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,REMATEX,REMATEX,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,1,51,201707,15866,1,89,,,REMAT; ,,,,,,intrare prin NIR
1/20/21,ROYAL DISTRIBUTION S.R.L.,ROYAL JIBOU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,2,92,201709,15867,2,70,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,ROYAL DISTRIBUTION S.R.L.,ROYAL JIBOU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,6,306,201709,15867,6,347,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,SAT AN S.R.L.,SAT AN CEHU SILVANIEI,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,5,230,201711,15868,5,205,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,SAT AN S.R.L.,SAT AN CEHU SILVANIEI,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,9,459,201711,15868,9,558,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,SAT AN S.R.L.,SAT AN SIMLEU SILVANIEI,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,6,276,201713,15869,6,255,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,SAT AN S.R.L.,SAT AN SIMLEU SILVANIEI,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,18,918,201713,15869,18,1095,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,SAT AN S.R.L.,SAT AN ZALAU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,9,414,201715,15874,9,419,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,SAT AN S.R.L.,SAT AN ZALAU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,15,765,201715,15874,15,856,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,,,201716,,5,10,,,INSTITUTII / FIRME,,,,ELECTRON COMPANY,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3C,4,LDA,Imprimante > 50 cm ,,,201716,,1,115,,,INSTITUTII / FIRME,,,,ELECTRON COMPANY,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,,,201717,,13,2,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,,,201717,,47,15,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3T,6,SDA,Alte echipamente de telecomunicatie,,,201717,,3,2,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1P,5,SDA,Alte echipamente de ventilare si climatizare ,,,201717,,4,3,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,,,201717,,1,1,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,,,201717,,1,4,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4H,5,SDA,Echipamente de reproducere sunete si imagini < 50 cm,,,201717,,17,5,,,INSTITUTII / FIRME,,,,ALTEX ZALAU,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,,,201718,,6,8,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,,,201718,,2,6,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,,,201718,,6,248,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,,,201718,,2,9,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,201718,,1,10,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1H,4,LDA,Masini de gatit,,,201718,,6,212,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,201718,,2,73,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,201718,,1,18,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D_1,2,ECRANE,Monitoare LCD,,,201718,,2,8,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,201718,,8,193,,,MINICARAVANA,,,,Vârșolț,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,,,201719,,1,1,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,5F,5,SDA,Alte echipamente de iluminat  ,,,201719,,4,5,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,,,201719,,11,21,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,,,201719,,4,21,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,,,201719,,5,28,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,201719,,3,35,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3H,6,SDA,Imprimante,,,201719,,1,15,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1H,4,LDA,Masini de gatit,,,201719,,1,53,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,201719,,1,68,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,201719,,6,92,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
1/20/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,201719,,11,242,,,MINICARAVANA,,,,Nușfalău,Salaj,intrare initiala
